objectid,type,format,subject,identifier,creator,culture,date,title,materials,measurements,filename,credit,published,web_page,origin,description,altnum
525,Image;StillImage,image/jpeg,"Meriden Silver Plate Company;American;Electroplated Brittania silver;Meriden, Connecticut",JSMA2017:2.59a,Meriden Silver Plate Company,American,ca. 1898,Creamer,Electroplated Brittania silver,H. 5 x W. 3-3/4 x D. 2-1/2 inches,jsma2017_2_59a,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126362;type=101,"Meriden, Connecticut",,NO MGW NUMBER
526,Image;StillImage,image/jpeg,"Meriden Silver Plate Company;American;Electroplated Brittania silver;Meriden, Connecticut",JSMA2017:2.59b,Meriden Silver Plate Company,American,19th century,Sugar bowl,Electroplated Brittania silver,H. 6-1/2 x W. 4-3/4 x D. 3-3/8 inches,jsma2017_2_59b,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126335;type=101,"Meriden, Connecticut",,NO MGW NUMBER
527,Image;StillImage,image/jpeg,"Meriden Silver Plate Company;American;Electroplated Brittania silver;Meriden, Connecticut",JSMA2017:2.59b,Meriden Silver Plate Company,American,19th century,Sugar bowl,Electroplated Brittania silver,H. 6-1/2 x W. 4-3/4 x D. 3-3/8 inches,jsma2017_2_59b,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126335;type=101,"Meriden, Connecticut",,N1280
333,Image;StillImage,image/jpeg,Wood & Hughes;American;Silver;New York,JSMA2017:2.60,Wood & Hughes,American,ca. mid-late 1800s,Lidded container,Silver,H. 4 x Diam. 2-1/2 inches,jsma2017_2_60,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126389;type=101,New York,,NO MGW NUMBER
496,Image;StillImage,image/jpeg,Wilton Armetale;American;Armetale;Pennsylvania,JSMA2017:2.61,Wilton Armetale,American,ca. 20th century,Tray,Armetale,W. 18-1/2 x D. 10-7/8 inches,jsma2017_2_61,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126330;type=101,Pennsylvania,,T0155 (2 PCS)
83,Image;StillImage,image/jpeg,"West & Son;Irish;Sterling silver;Dublin, Ireland",JSMA2017:2.62a-f,West & Son,Irish,1911,Set of cups,Sterling silver,Cups: each: H. 1-7/8 x W. 1-3/4 x D. 1-7/8 inches; box: H. 7-1/8 x W. 5-7/8 x D. 2-3/8 inches,jsma2017_2_62,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126338;type=101,"Dublin, Ireland",,NO MGW NUMBER
177,Image;StillImage,image/jpeg,"Unknown;American;Silver with opal cabochon;Boston, Massachussetts",JSMA2017:2.63,Unknown,American,ca. 20th century,Spoon,Silver with opal cabochon,4-7/8 inches,jsma2017_2_63,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126270;type=101,"Boston, Massachussetts",,N0257
178,Image;StillImage,image/jpeg,"Davis, R.;American;Sterling silver with garnet cabochon;",JSMA2017:2.64,"Davis, R.",American,mid-19th century,Spoon,Sterling silver with garnet cabochon,3-3/4 inches,jsma2017_2_64,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126269;type=101,,,N0256
540,Image;StillImage,image/jpeg,"Bailey, Truman;American;silver, wood, gray stone cabochon;Peru",JSMA2017:2.65,"Bailey, Truman",American,ca. 1943,Ladle,"silver, wood, gray stone cabochon",10-3/4 inches,jsma2017_2_65,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126264;type=101,Peru,,N0090
462,Image;StillImage,image/jpeg,"Bailey, Truman;American;silver, wood, green stone cabochon;Peru",JSMA2017:2.66,"Bailey, Truman",American,ca. 1943,Ladle,"silver, wood, green stone cabochon",9-1/2 x 4-7/8 x 2-1/4 inches,jsma2017_2_66,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126265;type=101,Peru,,N0091
213,Image;StillImage,image/jpeg,"La Paglia, Alphonse; Georg Jensen Inc. USA;American;Sterling silver;United States",JSMA2017:2.67,"La Paglia, Alphonse; Georg Jensen Inc. USA",American,ca. 1940,Spoon,Sterling silver,4 inches,jsma2017_2_67,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126266;type=101,United States,,N0149
111,Image;StillImage,image/jpeg,"Morgan, James P.; Frank W. Smith Silver Co.;American;Sterling silver;Massachusetts",JSMA2017:2.68,"Morgan, James P.; Frank W. Smith Silver Co.",American,1945,Spoon,Sterling silver,8 inches,jsma2017_2_68,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126268;type=101,Massachusetts,,N0224
1,Image;StillImage,image/jpeg,Barker Bros Ltd;British;Silver;Birmingham,JSMA2017:2.69,Barker Bros Ltd,British,ca. 1930s,Set of spoons,Silver,each: 3-1/2 inches,jsma2017_2_69,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126282;type=101,Birmingham,,N0780
577,Image;StillImage,image/jpeg,"Ilgner, Charla;American;Silver;United States",JSMA2017:2.6a-b,"Ilgner, Charla",American,n.d.,Apple Shaped Tray with Stem and Leaf,Silver,a: W. 4-7/8 x D. 3-3/4 inches; b: W. 4-3/4 x D. 3-3/4 inches,jsma2017_2_6,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126347;type=101,United States,,NO MGW NUMBER
112,Image;StillImage,image/jpeg,A.B. Griswold & Co;American;Sterling silver;New Orleans,JSMA2017:2.70,A.B. Griswold & Co,American,early 20th century,Spoon,Sterling silver,5-1/4 inches,jsma2017_2_70,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126287;type=101,New Orleans,,N1058
3,Image;StillImage,image/jpeg,"Gabrielsen, Bent;Danish;Sterling silver;Denmark",JSMA2017:2.72,"Gabrielsen, Bent",Danish,1980,Necklace,Sterling silver,Choker: 4-7/8 inches; pendant: 2 x 1-7/8 inches,jsma2017_2_72,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126816;type=101,Denmark,,N0266
565,Image;StillImage,image/jpeg,"Weckstrom, Bjorn; Lapponia Jewelry;Finnish;Sterling silver, acrylic;Helsinki, Finland",JSMA2017:2.73,"Weckstrom, Bjorn; Lapponia Jewelry",Finnish,ca. 1987,"""Iguana"" necklace","Sterling silver, acrylic",chain: 28-3/4 inches; pendant: H. 1-7/8 x W. 1-1/16 x 1/2 inches,jsma2017_2_73,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126817;type=101,"Helsinki, Finland",,N0284
149,Image;StillImage,image/jpeg,"Unknown;French;Silver, parcel gilt;France",JSMA2017:2.74,Unknown,French,ca. 1890,Buckle,"Silver, parcel gilt",3-1/8 x 2-5/16 inches,jsma2017_2_74,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126818;type=101,France,,N0325
150,Image;StillImage,image/jpeg,"Breidenstein & Renaud;German;.800 silver;Frankfurt, Germany",JSMA2017:2.75,Breidenstein & Renaud,German,early 20th century,Brooch,.800 silver,H. 3/4 x W. 2-13/16 x D. 2-1/4 inches,jsma2017_2_75,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126819;type=101,"Frankfurt, Germany",,N1274
151,Image;StillImage,image/jpeg,"Breidenstein & Renaud;German;.800 silver;Frankfurt, Germany",JSMA2017:2.75,Breidenstein & Renaud,German,early 20th century,Brooch,.800 silver,H. 3/4 x W. 2-13/16 x D. 2-1/4 inches,jsma2017_2_75,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126819;type=101,"Frankfurt, Germany",,N0331
566,Image;StillImage,image/jpeg,"Unknown;German;silver;Munich, Germany",JSMA2017:2.76,Unknown,German,ca. 1990,Cuff bracelet,silver,H. 2-9/16 x Diam. 2-7/8 inches,jsma2017_2_76,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126821;type=101,"Munich, Germany",,N0409
567,Image;StillImage,image/jpeg,Unknown;British;Gold and cameos;,JSMA2017:2.77,Unknown,British,ca. 1900,"""Lava"" Cameo bracelet",Gold and cameos,6-1/2 inches,jsma2017_2_77,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126822;type=101,,"Six bezel-set oval multi-colored ""Mount Vesuvius"" lava cameos forming small bracelet.",N0451
25,Image;StillImage,image/jpeg,Liberty & Company;British;Copper and pewter;England,JSMA2017:2.78,Liberty & Company,British,ca. 2009,Brooch,Copper and pewter,Diam. 7/8 inches,jsma2017_2_78,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126823;type=101,England,,N0471
568,Image;StillImage,image/jpeg,"Weckstrom, Bjorn; Lapponia Jewelry;Finnish;Silver, acrylic;Helsinki, Finland",JSMA2017:2.79,"Weckstrom, Bjorn; Lapponia Jewelry",Finnish,ca. 2000,"""Monolith"" Necklace","Silver, acrylic",Chain: 29-1/2 inches; pendant: H. 2 x W. 2-1/4 x D. 5/8 inches,jsma2017_2_79,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126828;type=101,"Helsinki, Finland","Asymetrical, abstract design; textured silver with acrylic stone.
Chain in typical Lapponia style
Good condition
Designed by Bjorn Weckstrom for Lapponia (originally designed ca. 1975)",N0830
386,Image;StillImage,image/jpeg,Unknown;Undetermined;sterling silver;,JSMA2017:2.7a-f,Unknown,Undetermined,n.d.,Ashtrays,sterling silver,2-3/4 x 2-3/4 inches (each),jsma2017_2_7,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126348;type=101,,,NO MGW NUMBER
569,Image;StillImage,image/jpeg,"Unknown;Undetermined;sterling silver, carnelian;",JSMA2017:2.80,Unknown,Undetermined,n.d.,Ring,"sterling silver, carnelian",1-3/16 x 7/8 x 1-1/16 inches,jsma2017_2_80,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=127133;type=101,,,N0494
563,Image;StillImage,image/jpeg,"Joseph Sankey & Sons Ltd;British;Copper;Bilston, England",JSMA2017:2.8a-b,Joseph Sankey & Sons Ltd,British,ca. early 20th century,Crumb Catcher and Brush,Copper,Dustpan: W. 10-1/2 x D. 9 inches; broom: 12 inches,jsma2017_2_8,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126366;type=101,"Bilston, England",,NO MGW NUMBER
297,Image;StillImage,image/jpeg,Roycroft;American;Copper;New York,JSMA2017:2.9,Roycroft,American,early 20th century,Ink blotter,Copper,H. 2-7/8 W. 5 x D. 2-3/8 inches,jsma2017_2_9,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126382;type=101,New York,,NO MGW NUMBER
298,Image;StillImage,image/jpeg,Roycroft;American;Copper;New York,JSMA2017:2.9,Roycroft,American,early 20th century,Ink blotter,Copper,H. 2-7/8 W. 5 x D. 2-3/8 inches,jsma2017_2_9,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126382;type=101,New York,,T0059/S0170
474,Image;StillImage,image/jpeg,"DeMatteo, William G.;American;Sterling silver;Bergenfield, New Jersey",JSMA2019:11.1,"DeMatteo, William G.",American,ca. 1960,Compote,Sterling silver,H. 6-1/2 x Diam. 6-1/8 inches,jsma2019_11_1,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=135834;type=101,"Bergenfield, New Jersey","Compote design #71 lily wreath spiral motif with tapered swirled pedestal, circular foot, and applied blossoms; designed by William G. deMatteo.",N0038
475,Image;StillImage,image/jpeg,"Jensen, Georg; Rohde, Johan;Danish;Sterling silver;Copenhagen, Denmark",JSMA2019:11.10,"Jensen, Georg; Rohde, Johan",Danish,1912,Compote with lid,Sterling silver,6 x 4-1/8 inches,jsma2019_11_10,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136056;type=101,"Copenhagen, Denmark",,N0135
360,Image;StillImage,image/jpeg,"Hayes and McFarland;American;Sterling silver;Mt. Vernon, New York",JSMA2019:11.100,Hayes and McFarland,American,early 20th century,Bowl,Sterling silver,H. 4 x Diam. 11-3/8 inches,jsma2019_11_100,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136155;type=101,"Mt. Vernon, New York",,N1667
543,Image;StillImage,image/jpeg,"William Hutton & Sons;British;Sterling silver;Sheffield, England","JSMA2019:11.101a,b",William Hutton & Sons,British,1905,Presentation bowl and spoon,Sterling silver,Bowl: H. 2-5/16 x W. 6-7/8 x D. 4-1/2 inches; spoon: 6 inches,jsma2019_11_101,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136156;type=101,"Sheffield, England","Footed bowl with tapering strap handles, hammered finish, and chased pattern of stylized clover leaves. Matching spoon with hammered finish and traditional round-end pattern. Original presentation box.",N0363
465,Image;StillImage,image/jpeg,Cohr;Danish;Sterling silver;Denmark,JSMA2019:11.102,Cohr,Danish,ca. 1935,Box,Sterling silver,2-5/16 x 5-3/4 x 5-3/4 inches,jsma2019_11_102,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136157;type=101,Denmark,,No MGW number
253,Image;StillImage,image/jpeg,International Silver Company;American;Sterling silver;Connecticut,JSMA2019:11.103,International Silver Company,American,ca. 1935,Serving fork,Sterling silver,8-3/4 inches,jsma2019_11_103,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136159;type=101,Connecticut,,N1708
398,Image;StillImage,image/jpeg,"Stone, Arthur J.; Arthur J. Stone Silver Shop;American;Sterling silver;Gardner, Massachusetts",JSMA2019:11.104,"Stone, Arthur J.; Arthur J. Stone Silver Shop",American,ca. 1935,Bowl,Sterling silver,H. 1-5/8 x W. 7-13/16 x D. 7-13/16 inches,jsma2019_11_104,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136162;type=101,"Gardner, Massachusetts",.,P0023/S0000
382,Image;StillImage,image/jpeg,"Gyllenberg, Frans J.R.;American;Sterling silver;Boston, Massachusetts",JSMA2019:11.105,"Gyllenberg, Frans J.R.",American,1910,Two-handled porringer,Sterling silver,H. 1-1/2 in x W. 12-1/2 x Diam. 8 inches,jsma2019_11_105,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136163;type=101,"Boston, Massachusetts",,P0027/U0000
592,Image;StillImage,image/jpeg,"The Kalo Shop;American;Silver;Chicago, Illinois",JSMA2019:11.106,The Kalo Shop,American,ca. 1912-1916,Pitcher,Silver,H. 6-1/2 x W. 8-1/2 x D. 7 inchces,jsma2019_11_106,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136164;type=101,"Chicago, Illinois",,P0035/G0035
394,Image;StillImage,image/jpeg,Lebolt & Company;American;Sterling silver;Illinois,JSMA2019:11.107,Lebolt & Company,American,ca. 1925,Octagonal bowl,Sterling silver,H. 1-5/8 x Diam. 8-1/4 inches,jsma2019_11_107,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136165;type=101,Illinois,,P0049
383,Image;StillImage,image/jpeg,Gebelein Silversmiths;American;Sterling silver;Massachusetts,JSMA2019:11.108,Gebelein Silversmiths,American,1910,Bowl,Sterling silver,H. 2-1/8 x Diam. 5-1/2 inches,jsma2019_11_108,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136166;type=101,Massachusetts,,P0067
584,Image;StillImage,image/jpeg,"Twichell, Gertrude;American;Silver;Boston, Massachusetts",JSMA2019:11.109,"Twichell, Gertrude",American,early 20th century,Dish,Silver,H. 7/16 x Diam. 3-5/16 inches,jsma2019_11_109,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136167;type=101,"Boston, Massachusetts",,P0068/N0068
37,Image;StillImage,image/jpeg,"Bellis, John O.; Shreve & Company;American;Sterling silver;San Francisco, CA",JSMA2019:11.110,"Bellis, John O.; Shreve & Company",American,ca. 1915,Napkin clip,Sterling silver,H. 1 x W. 1-1/2 inches,jsma2019_11_110,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136168;type=101,"San Francisco, CA",,P0096
350,Image;StillImage,image/jpeg,"William Hutton & Sons;British;Sterling silver, glass, mother-of-pearl, enamel cabochons;Birmingham, England",JSMA2019:11.111,William Hutton & Sons,British,1905,Mustard pot,"Sterling silver, glass, mother-of-pearl, enamel cabochons",H. 3 x W. 3-1/2 x D. 2-1/4 inches,jsma2019_11_111,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136169;type=101,"Birmingham, England",,P0103/S0040
351,Image;StillImage,image/jpeg,"Ottewill Silversmiths;British;Sterling silver with aventurine cabochon;London, England",JSMA2019:11.112,Ottewill Silversmiths,British,1995,Perfume flask,Sterling silver with aventurine cabochon,H. 3-1/4 x Diam. 2-1/4 inches,jsma2019_11_112,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136170;type=101,"London, England",,P0123/S0024
466,Image;StillImage,image/jpeg,"Bollin, W.A.;Swedish;Sterling silver, parcel gilt, enamel;Stockholm, Sweden",JSMA2019:11.113,"Bollin, W.A.",Swedish,1955,Box,"Sterling silver, parcel gilt, enamel",H. 3-3/8 x W. 4-1/4 x D. 3-1/4 inches,jsma2019_11_113,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136171;type=101,"Stockholm, Sweden",,P0214/S0214
488,Image;StillImage,image/jpeg,"Gorham Manufacturing Co.;American;Sterling silver;Providence, Rhode Island",JSMA2019:11.114,Gorham Manufacturing Co.,American,1930,Round tray,Sterling silver,H. 1 x W. 13-3/4 x D. 11 inches,jsma2019_11_114,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136175;type=101,"Providence, Rhode Island",,T0010/S0139
544,Image;StillImage,image/jpeg,"Castillo, Wolmar;Mexican;Silverplate with green cabochon inlay;Taxco, Mexico",JSMA2019:11.115,"Castillo, Wolmar",Mexican,ca. 1965,Tray,Silverplate with green cabochon inlay,W. 7-3/4 inches,jsma2019_11_115,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136176;type=101,"Taxco, Mexico",,T0014/S0148
399,Image;StillImage,image/jpeg,"Unknown;Austrian;Silver, wood;Austria",JSMA2019:11.116,Unknown,Austrian,ca. 1930,Square Bowl,"Silver, wood",W. 3-3/4 x D. 9-7/8 inches,jsma2019_11_116,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136177;type=101,Austria,Square bowl with hammered finish and molded rim applied with fluted medallians at each corner. Corners also adorned with wood column to form a stepped circular foot.,T0022/S0155
557,Image;StillImage,image/jpeg,"Hochstetler, Tony;American;Patinated bronze;Fort Collins, Colorado",JSMA2019:11.117,"Hochstetler, Tony",American,ca. 2000,Maple leaf tray,Patinated bronze,H. 1-1/2 x Diam. 13 inches,jsma2019_11_117,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136178;type=101,"Fort Collins, Colorado",,T0034/S0169
413,Image;StillImage,image/jpeg,Unknown;Italian;.800 fine silver;Italy,JSMA2019:11.118,Unknown,Italian,ca. 1935,Vase,.800 fine silver,10-1/2 x 7 inches,jsma2019_11_118,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136180;type=101,Italy,,T0048/S0165
308,Image;StillImage,image/jpeg,"Reyes, Juventino Lopez;Mexican;Sterling silver;Mexico City","JSMA2019:11.119a,b","Reyes, Juventino Lopez",Mexican,ca. 1950,Candlesticks (pair),Sterling silver,each: H. 1-1/2 x W. 5 inches,jsma2019_11_119,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136181;type=101,Mexico City,"By the 1950s, modernism had supplanted Arts and Crafts with elegant designs like Mexican artist Juventino Lopez Reyes’s candlesticks. Reyes radically simplifies the traditional candlestick into a base with a single pricket to secure the candle. By reducing the height of the candlestick, Reyes makes the candles less obtrusive, which invites a more intimate atmosphere. The wide base serves to catch dripping wax as well as to amplify the candlelight in the warmth of the silver surface.",T0049/S0168
336,Image;StillImage,image/jpeg,"Miller, Hector;British;Sterling silver and silver gilt;London, England","JSMA2019:11.11a,b","Miller, Hector",British,1979,Goblets,Sterling silver and silver gilt,each: 6-1/2 in x 3 inches,jsma2019_11_11,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136057;type=101,"London, England","Pair of goblets with oak leaf embellishment, horse figurines in the stems of cups. Bottom reads ""Number 398 By order of the new forest ninth centenery trust this goblet has been produced to mark th 900th anniversary of the forest in 1979"" AURUM  Parcel gilt indicates partially gilded",N0163
505,Image;StillImage,image/jpeg,"Württembergische Metallwarenfabrik;German;Pewter, ceramic, plastic;Geislingen an der Steige, Germany","JSMA2019:11.120a,b",Württembergische Metallwarenfabrik,German,ca. 1930,Coffee service (2 pieces),"Pewter, ceramic, plastic",sugar bowl: H. 3-1/2 x Diam. 3-1/4 inches; teapot: H. 9-1/4 x Diam. 5-1/2 inches,jsma2019_11_120,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136182;type=101,"Geislingen an der Steige, Germany","Produced by German manufacturer Württembergische Metallwarenfabrik, this coffee pot and sugar bowl blends the aesthetic currents of Arts and Crafts with the functionality of modern materials. The removable ceramic coffee pot provides insulation and slips seamlessly into the hammered metal shell, leaving only the spout and handle exposed. Plastic finials and feet complement the design without adding unnecessary weight.",T0057/S0168
199,Image;StillImage,image/jpeg,Celsa;Mexican;Sterling silver;Mexico,JSMA2019:11.121a-f,Celsa,Mexican,ca. 1955,Flatware (set of 6),Sterling silver,Big knife: 8 inches; small knife: 6-1/8 inches; big spoon: 7-7/8 inches; small spoon: 6-7/16 inches; big fork: 7-3/8 inches; small fork: 6-13/16 inches,jsma2019_11_121,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136183;type=101,Mexico,,T0072/S0171
215,Image;StillImage,image/jpeg,"Bindesboll, Thorvald;Danish;Sterling silver and gilt;Denmark",JSMA2019:11.122,"Bindesboll, Thorvald",Danish,1919,Ladle,Sterling silver and gilt,7 x 14 inches,jsma2019_11_122,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136184;type=101,Denmark,,T0075/S0174
216,Image;StillImage,image/jpeg,"Victoria Silverware; Bindesboll, Thorvald;Danish;Silverplate;Denmark",JSMA2019:11.123a-f,"Victoria Silverware; Bindesboll, Thorvald",Danish,1900,Forks (set of 6),Silverplate,each: 8-1/8 inches,jsma2019_11_123,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136185;type=101,Denmark,"6 pieces, foliate and bead design in relief, possibly designed by Bindesboll",T0077/S0176
